session,burst_id,center_time_sec,idea_win_start,idea_win_end,soln_win_start,soln_win_end,idea_n_utts,idea_unique_speakers,idea_decision_per_1000,idea_assign_hits,idea_agree_hits,soln_n_utts,soln_unique_speakers,soln_decision_per_1000,soln_assign_hits,soln_agree_hits,idea_text,solution_text,solution_summary,solution_keywords,near_decision_hits,near_assign_hits,near_agree_hits
2021_06_11_SLU_S6,2021_06_11_SLU_S6_B1,836.0,-60,-10,0,30,12,7,0.0,0,0,9,6,0.0,0,3,"Yeah, that's super fascinating to think about. We're just lucky that it's so close. This is a seventh magnitude star. It just happened to be end up in our part of the of the galaxy. So yeah. I don't know, I'm just, you know, the the sort of galactic archaeology is hugely rising field, right? As all these huge spectroscopic surveys are just linking that to the exoplanet field is fascinating, even though of course observationally it's hard, but at least thinking about it in terms of predictions, I think is a fascinating thing. We use both observation of modeling of molecular lines emissions from young circum stellar disc around newborn stars to say how planets form and what's are the initial conditions. Mhm. And it can move things above and and below the plane, right? So it will be an interesting quasi. Sorry, second time. I told myself to minimize the. nan nan nan nan nan Well no no I I was just going to highlight Courtney's great idea from earlier that she blew my mind about this the this I've always when we talk about the fermi paradox in my astrobiology class. You mean like a range of water abundance that's not too little and not too much, somewhere in between. Uh next one go to and then.","There's also a fair number of studies from Alma looking into discs around binary stars, protoplanetary discs and uh yeah, there there is certainly evidence for depending on the separation whether the discs will appear to be most more like single star discs or if you bring them close enough the two stars then you really see the truncation um on those and I think that that's an interesting idea to try to maybe look at a sequence or trends and compare to dynamical predictions for what which orbits are stable or not in such a system. Mhm, that's a nice nan Yeah, I think that's that's a fun fun direction to explore. Maybe pushing this, I was thinking about um some extreme places for habitability. We keep on thinking about habitability as this place in the, you know, the Goldilocks place, but um I I wonder how further we can push it and it can be in the in a solar system and it can be also somewhere in the galaxy. So for example, in a solar system, can we have a moon that is habitable because it's sitting in the right place around a giant and has a um has a lot of of tidal heating and tidal interaction that keeps it warm even though a priori it may not be in the right place around the star. Or if a system is if I have a system with um maybe a planet that again a priori is not the right place around its whole star, but it's actually in a quite dense place in the universe or in the galaxy where we have enough radiation to help it. Okay. Okay, um Andrew. Oh, I was just going to add a glib comment, maybe Kepler 444 because they also have multiple planets and they've been around for 11 billion years. So what's the current status of like the connection between a star and and the kinds of planets you would get around it? So I mean, I think metallicity is like proven, uh spectral type for sure. Um if you're in a globular cluster, presumably things are different. Is that sort of it or have people gone to the level of like I see enhanced magnesium in the star and therefore that correlates with some weird property of its planets. Hi, I'm Andrew Vanderberg. I'm an assistant professor at the University of Wisconsin, uh but I'm moving to MIT this summer.",,"um, place, star, discs, maybe, like, right, right place, think, uh, planets, habitability",0,0,1
2021_06_11_SLU_S7,2021_06_11_SLU_S7_B1,901.0,-60,-10,0,30,2,2,0.0,0,0,12,6,83.33333333333333,1,2,"Uh Chris is one of the world experts here and he's been sending me uh papers to read in chat. So Chris maybe you if you send them to the group as well. Um sorry, I had trouble getting all of that Betul. Would you mind paraphrasing quickly? I think summarize that.","I think she was saying that there's there's really good Um reason to not always connect the biology and the geology and you have to really understand the geology and the biology separately. Greg, are you able to take and capture what you just said? I thought it was great and I just want to acknowledge you're also taking notes and talking and note note taking at the same time is difficult. Before you can Kind of understand how they interact with one another. Does that work, right? Yeah. Um, but I think, you know, in the in the in your your paper, um, and really just sort of, you know, I'd be interested to, you know, there's there's um a sort of notion that um, and again, you know, this is just taking phosphorus as an example, but I wouldn't want to get too hung up on the particular nutrient because I think that's a whole constellation of things and we should be, you know, thinking about all of them. Um, but phosphorus is particularly important for kind of setting an upper limit on the extent to which Earth's biosphere can do things like fix carbon and release oxygen. Yeah, I'm I'm going to type. Oh, sorry. Okay. Oh, you're going to type? Okay. Yeah, I'm I'm I'm taking notes. I Okay. Thank you. Edwin. I just it's hardest when you're the speaker as well. I'm just acknowledging.",,"um, just, know, taking, really, think, okay, yeah, biology, going type, kind, things",0,0,0
2021_06_11_SLU_S8,2021_06_11_SLU_S8_B1,840.5,-60,-10,0,30,8,6,0.0,0,1,7,4,0.0,2,1,"Um, and I I did this yesterday it seemed to work well. Um, I like pop corning for groups like this. Um, it gets you all paying attention to who's talking and not, which I think is good for the broader discussion. Yeah, I mean I guess it sort of depends on what what you think um you know, what your favorite bio signature is, right? Um because to some extent if you uh if you're into uh if you're into O2 or or ozone, um it's it it might be now. Um ish, now ish. Um if you uh into methane and possibly hazes uh for instance, um then it could be uh you know, very early periods of of earth's history. Um and if but if you one of the things that we did recently that's kind of maybe a little little bit weird um is to project into the future. Um and in in in about uh you know, 800 million years or so give or take 100 million years, uh the carbon silicate cycle will draw CO2 down to the point that um the the atmosphere uh may flip back to being very reducing as it was in the Arcaean. Um but the the what that's what happens, the CO2 level is so low because you're so advanced along the carbon silicate cycle pathway that that haze formation uh might be even easier than it was in the Arcaean perhaps. Um so it might be you know, if you're if you're a haze haze type then it might actually be, you know, a billion years from now. Sorry about it. we got the Is there anyone having a burning urge to talk during the breakout? Uh I think another potential question that uh you know interesting to me is that could there be some external forces that can distract, you know, the habitability in those environments, right? So once we found it, but you know, we have all those other parameters, other uh, you know, uncertainties that can influence the system making unhabitable. So that could be something interesting to uh to think about as well. So. Um, and so the size limit might be smaller than than than than they suggest. So in this paper that I've posted here, we did a very rough estimate and then only specifically when we're close by. Um and there in a follow up paper, we also did a rough estimate when we're very close by. As far as we know, no one has done this for um, you know, as a function of separation from the um from from the red giant, but it's a straightforward calculation to do because everything is there um to see if what you save and what you don't.","Perfect. So I'm Courtney Dressing. I'm an assistant professor at Berkeley. I know Sean from working on together, which was really fun. Um, most of the time now I work on planet detection with transit and then planet mass measurement with radial velocity. I don't think so. We had such a great conversation at the end too, so I will try to give a nod to that too. Can I ask maybe kind of a silly question? Um, please do. Potentially silly. Silly or not. So one of the one of the distinctions um that I think that that the prompt um makes really well and that I think is seems to have come up in you know a few of the different breakouts is um sort of distinguishing between uh habitability uh in the sense of, you know, being um good conditions for life to emerge and um detectability in the sense of, you know, conditions being favorable for the um the you know exerting sort of, you know, energetic leverage on the chemistry of an atmosphere say. Shall we add the link to the to the Google Doc? I think that's a really good point. And for the first question, what is the best target? I think that depends on what our current instrumentation is. And I would suggest that we just try to find as many things as we can and study them as well as we can. Um but in the near future, we saw Vicky's talk yesterday and the transit the transmission spectroscopy signal from a planet around a really teeny star is just so much bigger than the signal around a planet orbiting a star that's just a little bigger. So going to smaller stars right now in the era of James Webb seems wise. I think everybody has it because it's already in the Google Drive. But if someone wants to pop it in the chat while I'm talking, that would be perfect. My first thought was, you know, a habitable world is like calm and stable is how we think of it. We don't want it to be doing too going you know, fluctuating too much. We want it to be have a stable buffer. But maybe an inhabitable an inhabited world actually has to have some external some external forces that push it out of equilibrium occasionally to help that to help kick start that disequilibrium chemistry. So I was just wondering about that, you know, is it inevitable that all planets have these kinds of external forces that occasionally come along like impacts or stellar activity or whatever or do we need to pick planets and you know, we need to target these types of environments. I don't know.",,"know, um, think, just, planet, really, don, external, silly, good, transit, target",0,1,1
2021_06_11_SLU_S9,2021_06_11_SLU_S9_B1,872.0,-60,-10,0,30,6,2,0.0,0,2,20,6,0.0,0,0,"Yeah. But um we can look at the uh the compositions of dead planets from white dwarfs. So uh use that and then take the population of chemical abundances we get from those and apply them to the living worlds, the main sequence worlds. Yeah, I think Catherine asked for the correlation. Between the star and the planet. Okay. But I found thought it was very interesting that this actually has been observed in the solar system. I didn't know that. Um and it's I guess we've observed asteroids or meteors from Mars coming to Earth as well. Because yeah, initially there's a couple of papers out, you know, they say like around a metal rich star, you have like a giant planet with a higher CO ratio or something. Well, radial velocities are pushing out to Jupiter. Right. Um, microlensing will get the further planets.","Hi, I am Andrew Vanderberg. I'm an astronomer at the University of Wisconsin, but I'm moving to MIT this summer. Um I mostly study exoplanets from an observational point of view, uh using telescopes like Kepler and Tess, usually in the optical range and I mostly focus on detection and characterization of small planets. I would say metallicity. Oh, I see even the ratios are model dependent because it depends on your retrievals and how how your atmosphere structure is set up. Um, metal content is a is an is a large factor in whether you have the raw materials um to have a rocky planets and be life in general. Um, and so metallicity is going to confine which stellar population, thin disc to halo bulge um that you can find yourself in. So metallicity and elemental abundance in general, metallicity are a general proxy um for you know, where in the galaxy life could exist. So I just I mean sorry, go ahead. Well I just wanted to like clarify just so I understand. So like is it is it the magnetic field or the volcanism that is like the dominant? Like do you need the tidal heating and then a really strong magnetic field? A little bit. Sorry, uh, hi Noah. Hi, I'm sorry. I had a family. Welcome. Which is the the the joy of um being at home. Noah uh uh what is your uh your input Um I mean I think it would be tough to to to I think it would be tough to say conclusively that you do have a a lava world or not from an atmospheric signature. But I think the idea of course if you have a molten world that your volatile load is going to be in your in your atmosphere some of of whatever portions we retained at least is is totally is totally fair.",,"um, like, uh, metallicity, hi, just, think, general, sorry, field, noah, totally",0,0,1
2021_09_30_MZT_S2,2021_09_30_MZT_S2_B1,887.0,-60,-10,0,30,3,2,0.0,0,0,6,4,0.0,0,2,"model. model you're talking about species are like virus specific or is that like could it be do you think it's feasible to have that multi species. You know, just thinking about say a mechanistic model, right? If we had the ideal movement data, then you add in the disease on top of it, we could potentially more accurately understand what is going to happen actually happen when a disease gets introduced.","I was just going to say as far I mean interaction though, I think when you're modeling like for well just my example, uh brucelosis like a boarded calf. So that's not necessarily direct transmission, but it's directly related to where they are geostationally and the opportunity for contact between domestic animals and other wildlife animals in the spread across the area. I think in a point, okay, sorry. No, I I was looking at you. I was like, is she going to go? Here you go. Go ahead. Okay. Uh I was just going to say one thing that we didn't really talk about was the interaction with humans with the wildlife or livestock. I mean, we we like to focus on focus on the animals, but I know a lot of the time like these animals have very close contact with humans, whether it's the people working the animals or the people breeding the animals for, you know, or doing testing, TB testing. I mean, there's thousands of thousands of animals um and people who are working them on a daily basis. And then wildlife, I'd be concerned with hunters, um hunters interaction with animals, possibilities for disease transmission. I know like brucellosis case, there was a hunter who made cut his hand while he was field dressing the deer and so I think there's a lot of different interaction points to take into consideration. That's all. This is a world where we would get to collar livestock? Well they are traced. Yeah. official IDs through a microchip and a reader and a tracker system.",,"animals, like, interaction, just, think, know, wildlife, mean, people, going, lot, going say",0,0,1
2021_09_30_MZT_S2,2021_09_30_MZT_S2_B2,1138.0,-60,-10,0,30,1,1,0.0,0,1,4,3,0.0,0,0,"And I think we don't like look specifically at their interaction within the pen. We're just assuming that if they're in the same pen, they've all interacted.","Bethany, could you describe a little bit about the blood meal work? How much do you need to be able to identify species? Host species. Yeah, so I typically work on things biting midges, they're also known as noums because these are exceptionally tiny insects. And if I have one of those noums that has a full blood meal, I can take that and I can identify what species it fed on. So it's very small amounts of blood that are necessary to do an ID. As long as it's a good quality blood meal, if it's partially digested already then you're probably not going to get a good match, but um, I've done thousands of them and you you get very high quality matches. Yeah, yeah.",,"blood, yeah, species, meal, blood meal, identify species, good, noums, identify, quality, work, host species",0,0,0
2021_09_30_MZT_S3,2021_09_30_MZT_S3_B1,850.0,-60,-10,0,30,5,4,0.0,0,1,2,2,0.0,0,0,So they're going to be closing the rooms. So this is this has been a wonderful conversation for. Uh I think uh there is some evidence of the use of um the ubiquitin pathway. Um so activate certain ubiquitination events that will actually um I guess in a very targeted fashion. I know that there is some work related to that because you don't want to degrade everything either that the cell has. Yes. can also do uh if if possible to see if we can combine certain points or if there are points that perhaps uh we don't believe are as pressing as others.,"Uh smaller font of course does mean that some people that are on laptops might have a hard time reading things. So I'd like to go back to uh a couple of things that Dr. Schultz and Dr. Huet had shared earlier particularly around um cast nine and CRISPR, some of these technologies.",,"dr, uh, things, dr huet, laptops, huet shared, huet, hard time, hard, font course, font, earlier particularly",0,0,0
2021_09_30_MZT_S4,2021_09_30_MZT_S4_B1,695.0,-60,-10,0,30,0,0,0.0,0,0,5,4,0.0,0,0,,Right. Um. I think this gets to a really important point which is that uh I I don't think we can assume universally that fever would be a good indication for uh for a new microbial variant. But it might be um I I guess what what Curtis is pointing towards is that uh that it we can only reliably say so in in an immuno compromised host. Um and then and then we can I I guess I I guess I I'm not sure how difficult this would be at large scale but then there would be an immuno compromised sentinel on on every farm. Yeah. Maybe we can say that the the the technology in remote sensing could um then helping to doing this triage or screening or something like that. So this uh need to address the big data issue is really important as well. Mhm.,,"um, uh, guess, um guess, really, immuno, important, think, immuno compromised, compromised, say, really important",0,0,0
2021_09_30_MZT_S4,2021_09_30_MZT_S4_B2,942.0,-60,-10,0,30,7,3,142.85714285714286,0,0,9,3,0.0,1,3,"Yeah, and I think you can fill it in real time. Screening. Or prediction. Oh. Let's see. I say share screen. Screening.","Yes. Yes. Yes. Okay, so Um, I can put in people's names really quickly. Can somebody read them off to me because I can't I can only see the slide I'm looking at. So for. So for machine learning and AI, um should we say that because it's not just to monitor population, it will be also to. Oh. Right. So.",,"yes, yes yes, um, machine learning, okay, oh right, oh, names really, names, monitor population, monitor, looking machine",0,2,3
2021_09_30_MZT_S5,2021_09_30_MZT_S5_B1,697.0,-60,-10,0,30,1,1,0.0,0,0,5,4,0.0,0,1,"So you know, I heard that clear, so I would offer that as something that I heard repeated multiple times throughout the discussion. That was a good point to share. Others?","Yeah. an example of that is um. Something I heard was um what does what does the solution look like in an ideal world? Like conservation and stopping deforestation, but we're not in that world. So then how can we get develop cheap technology, whether it's tests for humans or animals or um in in on on site where we think there's risk. I'm just working on that happened to be working with rabies. And so like a horse gets infected with rabies, but a horse is not going to transmit it. And so the virus at that point virus population goes extinct in that host. Yeah, it should be something related to the pre intervention.",,"like, um, does, yeah, world, working, horse, virus, rabies, yeah related, happened working, heard",0,0,1
2021_09_30_MZT_S5,2021_09_30_MZT_S5_B2,988.5,-60,-10,0,30,1,1,0.0,0,0,2,2,0.0,0,1,"And I'm going to force Nicole to say something because she she told us all that she was working on networks and this is where I think networks are super important and super cool for us to truly start understanding uh why some populations are indeed more susceptible than others in terms of takeoff of an epidemic, but also the crowding things that Pilar was mentioning. I think network science is is kind of at a at an awesome place in in this type of modeling to help us truly understand uh a lot of these uh ways we can actually enact uh evidence based policy by understanding uh, you know, how networks are uh composed and how they are connected globally as well. So I'm putting you on the spot just because I love network science and I'm like trying to uh collaborate more with network scientists. So I'm so sorry in advance.","So I think um knowing not only the virus is there, but what virus is there? What mutation? What variants specifically? Like you can talk about tick born pathogens, mosquito born pathogens and they are there are different like we know that same type of virus is transmitted by one vector but not with another vector and what is the bottleneck of these vector specificity and that contributes to the transmission as well. So I think um knowing the virus or knowing the pathogen and its variations is important. Uh, but when you start looking at a novel pathogen like SARS, like, I mean, outside of, I mean, it's kind of my bread and butter to look at risk assessments and animal models and determine susceptibility. But outside of someone asking me, do pigs get SARS COV2 and me taking the virus and putting it into pigs and see if they get it, is there a way to narrow it down beyond, you know, just looking at our main production species one at a time. I I recall that when they did some of the receptor work for SARS COV2, I think they incorporated neural networks and AI uh into receptor binding um estimates to basically judge which species were more likely to become infected or not.",,"virus, like, knowing, sars, um, think, vector, pigs, pathogens, knowing virus, looking, um knowing",1,0,0
2021_09_30_MZT_S6,2021_09_30_MZT_S6_B1,898.0,-60,-10,0,30,0,0,0.0,0,0,1,1,1000.0,1,0,,"So let's go ahead and start the discussion. So as a facilitator, you know, I'm here to basically stay out of the way. Um, the conversation isn't really with me, it's it's amongst yourselves. You know, I'll sort of prompt when needed or or help um steer the conversation back if if needed.",,"needed, um, know, conversation, way um, facilitator know, know basically, isn really, isn, help um, help, discussion facilitator",0,0,0
2021_09_30_MZT_S6,2021_09_30_MZT_S6_B2,1090.0,-60,-10,0,30,0,0,0.0,0,0,3,1,0.0,0,1,,"Okay, I was. So I guess what all of these have in common though is that we always start with the pathogen, right? So for any transmission chain to even start, we need to have a pathogen and perhaps we can have a reservoir, uh can be one or multiple and I suppose it can be direct versus indirect as as Pilar was saying, but I I think you we cannot start talking about a transmission chain without thinking about the pathogen or the infectious agent first, I suppose. And I'm trying to understand I guess susceptibility because that also comes into uh into the equation obviously I'm I'm kind of outing myself as a modeler. Um, kind of like susceptibility is is is kind of like a necessary condition for a transmission chain to occur.",,"start, chain, kind, pathogen, transmission chain, transmission, suppose, susceptibility, uh, guess, kind like, like",0,0,1
2021_09_30_MZT_S6,2021_09_30_MZT_S6_B3,1164.0,-60,-10,0,30,0,0,0.0,0,0,2,2,0.0,0,0,,"Yeah, and then it I guess going back on that, then you're going to have a dead end. Um, and there you're going to have some uh host they're not going to contribute to onward transmission. So direct versus indirect transmission.",,"going, transmission, yeah guess, guess going, contribute onward, dead, dead end, direct, direct versus, end, end um, going contribute",0,0,0
2021_09_30_MZT_S7,2021_09_30_MZT_S7_B1,834.0,-60,-10,0,30,9,8,0.0,0,1,16,10,62.5,0,6,"You can look. You get to the viruses that infect uh Leishmania uh because we know something about about those and and uh. Um, a movement of um C Elegans or uh its space, basically is just space that occupied. So, I'm coming from doing some like Um feels important. What other things did you just I mean yeah. I mean we could just label what we have there are factors to consider. I mean I I guess I don't really know what our outcome is, right? Like were we supposed to come up with something cool? Were we supposed to just talk about animal movement and so these are the the things that we discussed were important. Mark, you're the next one on my screen. Do you want to jump in? And they're easier to grow. Uh, but uh, I was just going to say that if in terms of big projects that would advance the field, I think it's more likely and that advancement would be made on this theoretical modeling uh um methodology. Sure. Um I'm Mark Wilber, I'm at the University of Tennessee. I'm a wildlife disease ecologist focusing on modeling transmission dynamics in wildlife disease systems. My association with animal movement, um I've been thinking a lot about it recently and I've done work with animal movement and how it contributes to transmission in bovine tuberculosis and um various swine pathogens. Right. And just thinking about things that bring the animals together. I know one thing that has come up quite a bit in talking about climate change is the increased um incidence of drought. And when you have drought conditions and you have isolated water um sources, you tend to have more animals congregating around the same water source and you tend to have the possibility of for increased transmission in those situations. So doing surveillance in a drought scenario around limited water sources could probably be very helpful.","Thank you. I have another thing that happens in the preon or at least we do think it happens where plants uptake the pathogen and it's dispersed that way. So um carries in the the last point too but looking at individuals versus populations. So I think that um while while looking at the immune response, we should also be looking at the pathogen um effective population size. Although I I agree Justin that, you know, if you're thinking about a particular infection getting into a human or something, that seems like maybe more of a filter that's just going to tell you like which variant of the pathogen could get through, but I'm kind of interested on the host side about like what kind of selective pressure that causes and one thing I found just like noodling around with 90 different bat ace2s is that bats are just hyper diverse in terms of their ace2 contact reservoirs. Okay. Ah. in in in grazing. There there's things that the roots uptake because of the soil, the preons are held in the soil. Um next one on my screen is Kezia. Yeah, I think about um probably migration as kind of like the main movement thing that I I work on but you know, thinking of that as a very specialized form of a general movement process that's just seasonal regular movement and uh Right. So I I'm going to I'm going to jump in because this was part of my PhD research, right? That wireless sensor network um is it was non GPS based, super, super cheap. Um, and it basically recorded the temperature, a whole bunch of sort of other parameters and it also each cattle talked to each other and said, hi, I'm cattle number whatever, it's this time, I'm within this distance for this long. Um, and the whole point of that work was to get to that understanding. Um, yeah. So it is it's definitely possible and um, could be really, really cheap. It could be maybe, you know, if it's needed, maybe that's something we propose um, I have a lot of things written up on it. It hasn't really gone any farther um, because my research has gone in different directions, but it's all there if there's interest. Hi, I'm Kezia Manlove. I'm at Utah State University. I'm I'm like Mark a disease ecologist. Um most of my uh the kind of methodologically um the questions that I've been most interested in surrounding movement are um related to the spatial social interface and how that um facilitates or impedes transportability of models of movement. Um I think was I supposed to say something else? Okay, good. I'm done. Okay. Yeah, I just I've been just kind of ruminating over some of the thoughts and I wonder if we could go back to thinking about Hannah's question in the beginning uh because I thought um this is an interesting practical direction to go. So thinking about Yeah, I. I I agree. Uh, I agree. I and and so when I study viruses, I compare those genes, I'm learning about the host. And I think we can we can predict epitopes at least for humans and pigs. Um, I don't know if we have good prediction for other animals. Uh, but I I wonder then if uh if there's a way to actually just predict a whole bunch of different epitopes for different pathogens that we think are are potential uh to uh to infect humans, then teaming up with an immunologist that can help us interpret that data to say, look, these these impact these pathways, these may impact. Other ones, here's ones that need to be experimentally tested, potentially could and then work with the theoretician to say, you know, now we got some information about the host based on what we see from the from the viral sequence. Um, because that's at least easier to integrate into a file dynamic model since we're using viral sequences for phylogenetics. But.",,"um, uh, just, like, think, kind, know, movement, different, yeah, thinking, host",1,0,2
2021_10_01_MZT_S1,2021_10_01_MZT_S1_B1,910.0,-60,-10,0,30,3,3,0.0,0,0,5,3,200.0,1,1,"So So, Pilar, you did ask a question saying, so supposing we identify these markers, what do we do with them? And I just want to say that that's important because you have to think about like ethically what is what does acting mean and it probably means killing a lot of animals.","one of one of the things that I wanted to bring the attention is that human like animal to human transmission, especially from the wild to human, it's actually rare. Um, it's actually the intermediary host. And what I mean is like selvatic hosts that are completely isolated and they have the selvatic transmission cycle interacting with human. I'm not saying it doesn't happen because it does. Um, but it's not the main uh pathway for spillover events to happen. So I think we should be thinking more about uh domestic animals, uh for example, dogs as indirect spillover pathways that can act as bridges between um more wild animals and and the domestic or pre domestic transmission at the interface or um those like animal like domestic animals that are used for I don't know, poultry or um uh pigs or cattle or animals that are might be at that interface. So maybe just focusing on that population and characterize that population and maybe the relationship with uh the actual the the wild animals because otherwise if they will never overlap, like you can find something that can remotely or like I'm not saying never, but if you you have a parasite that has a marker that has a potential to spill over, but it's in very low frequency in in a selvatic environment and they never or very rarely overlap with any domestic animals or even humans, you keep adding like independent probabilities. Hi everyone. Um, Claudia Herrera, assistant professor at the Department of Tropical Medicine. Can you hear me? Uh, Tropical Medicine at Tulane University. Um, I'm working on molecular epidemiology of parasites. And when I say molecular epidemiology is trying to understand the whole picture of the parasites and specifically in my lab we are working with and Chagas disease. Uh, and we have also the lines of plasma and malaria. Uh, this is the the the new line in in the lab, but mainly in in in Chagas disease. So we work on um trying to understand all the molecular epidemiology from the different cycle, epidemiological cycle, wild and domestic and how uh these differences between uh Trapanosoma DTUs for example or genotypes can be affected in the are different in in the different animals and how this can be affected in humans. So we are measuring the the risk of of of humans um disease and now uh we are doing uh metagenomic analysis working with next generation sequencing uh working with the whole genome of the detecting new markers for uh to improve to improve diagnostic for for uh Chagas disease in humans and and we also developing a new um diagnostic test of for dogs as sentinel for Trapanosoma Cruzi. Um, so uh in in general working with with metagenomics and genomics and next generation sequencing understand the whole picture of Chagas disease. Yes, we can start from the general, actually we can do uh, we can have markers to identify parasite from different species, for example, since we have a ribosomal marker, for example, that can be conserved that that allow us to identify that we have a parasite or that is different the the genome from a bacteria or fungi or no? So we have parasites in this sample. And we can know specifically for what host uh we have. So the other thing would be well, in what kind of function are these markers operating? Like what gene are they involved in? What gene is being expressed and what kind of molecule is the outcome of that expression and what does that molecule do to help the parasite? And then how can we counteract that molecule? Like what can the host do to counteract the molecule? Is that where we're going? Yeah, it's been great talking to you all.",,"uh, um, like, animals, domestic, different, working, disease, wild, chagas disease, chagas, human",1,1,0
2021_10_01_MZT_S1,2021_10_01_MZT_S1_B2,1191.5,-60,-10,0,30,0,0,0.0,0,0,1,1,0.0,0,0,,"Um, thanks well. Uh, so I I'm Dana. I I work on African Trapanosomes primarily.",,"work african, work, um thanks, um, uh dana, uh, trapanosomes primarily, trapanosomes, thanks uh, thanks, primarily, dana work",0,0,0
2021_10_01_MZT_S11,2021_10_01_MZT_S11_B1,867.5,-60,-10,0,30,2,2,0.0,0,0,8,5,125.0,0,4,Sorry. Sorry.,"Yeah, person zero, right? If you can if you can identify them, yeah. So the one that that I now posted are the ones that we have for for our discussion. So for uh for number 3.5. The other prompts were for a different group. Uh we as I said, we can talk about anything. I mean, uh the whole idea behind these meetings is to get you guys to a stage where you can uh hook up with others and start writing proposals and so how we get there is not that important. Brenda, any thoughts? I think about a slightly different question. Um so in terms of detection, uh one would often want to to know very quickly um if a pathogen is is in a specific organism um for surveillance. Um and so general means of of detection so that one doesn't have to look at every, you know, make sensors for every single different kind of of virus. So you know, what are molecular markers that we should be looking for that could be easily sampled um and and used in surveillance tasks. Are are these uh some specific type of GTPases because they are Yes. Yes. So in my lab, we actually use that we can actually see it in cells. So we do live cell imaging using fluorescent viruses. We use Zika and also Chikungunya or and we we can actually use these fluorescently tagged um CDC 42 or other GTPases, different organel specific GTPases",,"uh, um, different, use, actually, know, specific, gtpases, detection, yeah, surveillance, yes",0,0,2
2021_10_01_MZT_S2,2021_10_01_MZT_S2_B1,874.0,-60,-10,0,30,5,3,0.0,0,0,8,3,125.0,1,2,"And that's definitely where I've been in the past and like where I spend most of my energy, but I wonder is that kind of like a too big of a challenge with the resources that will ever be brought to bear on the question. When you talk about intermediate scales, are you talking about like bridging scales of organization? Thank you. Kezia, did you have Thank you. Kezia, you had your hand up?","I completely agree with Kezia. I just want to say that, but I'm going to change the topic slightly. Um, I want to go back to thinking about how to bridge these scales. So we have all this research that's been going on for years with trying to predict how viruses evolve in different microclimate conditions. Okay. So why don't we to go we'll take those first bullets to come off and then just put those in the speaker notes, please. One thing that came up yesterday in the movement discussion was I think this was Mike's observation that like we've got um, you know, really high resolution models for some systems. We've got a kind of global predictions of where spillover should occur through um, kind of through data mining approaches, but we're sort of missing the intermediate scale and I think um, it seems to me like maybe yeah, like I guess what I'm sort of looking for and metabolism maybe seems promising and maybe there's a microbiome component here that's promising as well. It's like how do we refine predictions like a mechanistic based prediction at the intermediate scale that would let us move across species, which I think we're maybe not doing all that well, but still stay grounded in the environment, still be able to make a prediction on the basis of environmental covariance, which I think is eventually maybe what we're going to want to be able to do. Um, but I I'm still struggling to understand how like microbiome there is harder for me like like I I can't tie microbiome as tightly to the environment as I feel I can tie metabolism. Um, so I I totally hear the point that it's going to be pretty salient. I'm I'm super biased when it comes to spillover. I think like the ecology is the most important thing because if you don't have contact, you don't it doesn't matter. You know what I mean? Like you just the virus is not going to get to that new host. And so like that interface between species is critical to understand and the ecology that drives it. Well, that's so I mean that's what we have been trying to do, right? With like the predict programs and whatnot. People generate these giant global maps of where like it's most risky for spillover to happen, but no, they have not been validated. All right. I have a background also in. I have a background also in um I guess uh viral evolution and so I'm really interested in talking with folks that are thinking about the interface trying to integrate genetic data into the problems I'm interested in.",,"like, um, think, going, maybe, don, spillover, want, microbiome, just, trying, tie",1,1,2
