person_name,conference,year,session_id,segment,session_duration_sec,p_speaking_duration_sec,p_turns,ann_knowledge_sharing_score,ann_evaluation_practices_score,ann_idea_management_score,ann_coordination_and_decision_practices_score,ann_information_seeking_score,ann_relational_climate_score,ann_none_score,ann_participation_dynamics_score,ann_integration_practices_score
Elizabeth Bess,v1-data,2021.0,S14,last,3331.0,6.0,1,,,,,,,,,
Jeff Brian Norman,v1-data,2021.0,S14,middle,3331.0,181.0,17,,,,,,,2.0,,
Jeff Brian Thurman,v1-data,2021.0,S14,last,3331.0,99.0,5,,,,,,,1.0,,
Jeff Miller,v1-data,2021.0,S14,middle,3331.0,23.0,1,,,,,,,,,
Xin Zhang,v1-data,2021.0,S14,first,3331.0,40.0,4,,,,,,,1.0,,
Ashley Marie Gorey,v1-data,2021.0,S14,middle,3331.0,29.0,3,,,,,,,,,
Marie Claire,v1-data,2021.0,S14,first,3331.0,73.0,1,,,,,,,,,
Maria Garami,v1-data,2021.0,S14,last,3331.0,4.0,1,,,,,,,,,
Jeff Brian Thurman,v1-data,2021.0,S14,middle,3331.0,225.0,11,,,,,,,1.0,,
Ali Keshavarzian,v1-data,2021.0,S15,middle,3059.0,163.0,6,,,,,,,,,
Silvia Ronco RC4SA,v1-data,2021.0,S15,last,3059.0,21.0,4,,,,,,,,,
Chris Whidbey,v1-data,2021.0,S15,last,3059.0,52.0,3,,,,,,,,,
Chris Whitbey,v1-data,2021.0,S15,last,3059.0,24.0,2,,,,,,,,,
Carolina Tropini,v1-data,2021.0,S15,last,3059.0,63.0,5,,,,,,,,,
Silvia Ronco,v1-data,2021.0,S15,first,3059.0,46.0,12,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S15,last,3059.0,80.0,1,,,,,,,,,
Xin Qi,v1-data,2021.0,S15,last,3059.0,145.0,5,,,,,,,,,
Aisla Ibrahimi,v1-data,2021.0,S15,first,3059.0,8.0,1,,,,,,,,,
Wenjing Wang,v1-data,2021.0,S15,middle,3059.0,3.0,1,,,,,,,,,
Andrew Ferg,v1-data,2021.0,S15,first,3059.0,8.0,1,,,,,,,,,
Ali Keshavarziian,v1-data,2021.0,S15,middle,3059.0,45.0,3,,,,,,,,,
Lisa Ryne,v1-data,2021.0,S15,first,3059.0,33.0,1,,,,,,,,,
Aida Ebrahimi,v1-data,2021.0,S15,middle,3059.0,98.0,2,,,,,,,,,
Chris Whtibey,v1-data,2021.0,S15,middle,3059.0,86.0,2,,,,,,,,,
Abhishek Shrivastava,v1-data,2021.0,S15,first,3059.0,5.0,3,,,,,,,,,
Wenjing Wang,v1-data,2021.0,S15,first,3059.0,133.0,16,,,,,,,1.0,,
Aida Ebrahimi,v1-data,2021.0,S15,first,3059.0,163.0,4,,,,,,,,,
Abhishek Shrivastava ASU,v1-data,2021.0,S15,middle,3059.0,101.0,11,,,,,,,1.0,,
Carolina Tropini,v1-data,2021.0,S15,middle,3059.0,123.0,7,,,,,,,,,
Ali Keshavarziian,v1-data,2021.0,S15,first,3059.0,26.0,10,,,,,,,,,
Xin Qi,v1-data,2021.0,S15,middle,3059.0,82.0,2,,,,,,,,,
Ying,v1-data,2021.0,S15,last,3059.0,47.0,3,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S15,middle,3059.0,140.0,7,,,,,,,,,
Abhishek Shrivastava ASU,v1-data,2021.0,S15,first,3059.0,61.0,2,,,,,,,,,
Carolina Tropini,v1-data,2021.0,S15,first,3059.0,58.0,6,,,,,,,3.0,,
Chris Whitbey,v1-data,2021.0,S15,first,3059.0,45.0,6,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S15,first,3059.0,45.0,10,,,,,,,,,
Ying,v1-data,2021.0,S15,middle,3059.0,19.0,2,,,,,,,,,
Ali Keshavarzian,v1-data,2021.0,S15,last,3059.0,376.0,34,,,,,,,1.0,,
Lisa Ryne,v1-data,2021.0,S15,last,3059.0,135.0,4,,,,,,,,,
Wenjing Wang,v1-data,2021.0,S15,last,3059.0,157.0,8,,,,,,,1.0,,
Abhishek Shrivastava,v1-data,2021.0,S15,last,3059.0,122.0,5,,,,,,,,,
Aida Ebrahimi,v1-data,2021.0,S15,last,3059.0,343.0,21,,,,,,,,,
Ying,v1-data,2021.0,S15,first,3059.0,1.0,2,,,,,,,1.0,,
Lisa Ryno,v1-data,2021.0,S15,middle,3059.0,2.0,1,,,,,,,,,
Stephanie Cologna,v1-data,2021.0,S16,last,1082.0,12.0,1,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S16,middle,1082.0,93.0,1,,,,,,,,,
Anne Hultgren,v1-data,2021.0,S16,first,1082.0,5.0,1,,,,,,,1.0,,
Zongqi Xia,v1-data,2021.0,S16,first,1082.0,28.0,1,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S16,first,1082.0,64.0,19,,,,,,,1.0,,
Zongqi Xia,v1-data,2021.0,S16,last,1082.0,312.0,3,,,,,,,,,
Yang,v1-data,2021.0,S16,first,1082.0,17.0,2,,,,,,,,,
Kaixiong Ye,v1-data,2021.0,S16,first,1082.0,37.0,2,,,,,,,,,
Yanjiao Zhou,v1-data,2021.0,S16,first,1082.0,21.0,1,,,,,,,,,
Yang,v1-data,2021.0,S16,last,1082.0,3.0,1,,,,,,,,,
Kaixiong Ye,v1-data,2021.0,S16,last,1082.0,49.0,2,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S16,last,1082.0,10.0,1,,,,,,,,,
Yanjiao Zhou,v1-data,2021.0,S16,last,1082.0,32.0,2,,,,,,,,,
Heather Bean,v1-data,2021.0,S16,first,1082.0,31.0,1,,,,,,,,,
George Weinstock,v1-data,2021.0,S16,first,1082.0,10.0,1,,,,,,,,,
Nandita Garud,v1-data,2021.0,S16,first,1082.0,16.0,2,,,,,,,,,
Nandita Garud,v1-data,2021.0,S16,last,1082.0,51.0,1,,,,,,,,,
Unknown speaker,v1-data,2021.0,S16,first,1082.0,0.0,2,,,,,,,,,
Bishakha Mona,v1-data,2021.0,S16,first,1082.0,12.0,2,,,,,,,1.0,,
Stephanie Cologna,v1-data,2021.0,S16,first,1082.0,19.0,1,,,,,,,,,
Heather Bean,v1-data,2021.0,S16,last,1082.0,228.0,2,,,,,,,,,
Irene Yang,v1-data,2021.0,S16,first,1082.0,32.0,3,,,,,,,,,
Cesar de la Fuente,v1-data,2021.0,S2,first,2953.0,150.0,7,,,,,,,,,
Cesar de la Fuente,v1-data,2021.0,S2,last,2953.0,39.0,4,,,,,,,,,
Stephanie Cologna,v1-data,2021.0,S2,last,2953.0,162.0,9,,,,,,,,,
Richard Wiener,v1-data,2021.0,S2,first,2953.0,8.0,4,,,,,,,2.0,,
Kai Zhang,v1-data,2021.0,S2,first,2953.0,101.0,4,,,,,,,,,
Cesar de la Fuente Ureña,v1-data,2021.0,S2,last,2953.0,20.0,7,,,,,,,,,
Kai Zhang,v1-data,2021.0,S2,last,2953.0,290.0,15,,,,,,,,,
Mei Shen,v1-data,2021.0,S2,middle,2953.0,0.0,2,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S2,middle,2953.0,25.0,1,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S2,first,2953.0,40.0,1,,,,,,,,,
Erin Longbrake,v1-data,2021.0,S2,first,2953.0,94.0,2,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S2,first,2953.0,68.0,1,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S2,middle,2953.0,79.0,47,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S2,last,2953.0,234.0,6,,,,,,,,,
Sarah Mckachern,v1-data,2021.0,S2,middle,2953.0,80.0,1,,,,,,,,,
Sarah Mackachern,v1-data,2021.0,S2,first,2953.0,53.0,1,,,,,,,,,
Amina Schartup,v1-data,2021.0,S2,first,2953.0,54.0,1,,,,,,,,,
Sarah MacEachern,v1-data,2021.0,S2,last,2953.0,7.0,2,,,,,,,,,
Shawroulla Hatoum,v1-data,2021.0,S2,last,2953.0,8.0,2,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S2,first,2953.0,223.0,25,,,,,,,2.0,,
Amina Schartup,v1-data,2021.0,S2,last,2953.0,164.0,5,,,,,,,,,
Mei Shen,v1-data,2021.0,S2,first,2953.0,118.0,2,,,,,,,,,
Mei Shen,v1-data,2021.0,S2,last,2953.0,399.0,39,,,,,,,2.0,,
Stephanie Cologna,v1-data,2021.0,S2,middle,2953.0,95.0,4,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S2,last,2953.0,136.0,17,,,,,,,1.0,,
Sheryl Hozier,v1-data,2021.0,S2,last,2953.0,3.0,1,,,,,,,,,
Kai Zhang,v1-data,2021.0,S2,middle,2953.0,125.0,3,,,,,,,,,
Erin Longbrake,v1-data,2021.0,S2,middle,2953.0,80.0,2,,,,,,,,,
Stephanie Cologna,v1-data,2021.0,S2,first,2953.0,20.0,1,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S2,middle,2953.0,78.0,2,,,,,,,,,
JP Yu,v1-data,2021.0,S3,first,2663.0,84.0,2,,,,,,,,,
Judith Eisen,v1-data,2021.0,S3,last,2663.0,61.0,2,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S3,last,2663.0,182.0,10,,,,,,,,,
JP Yu,v1-data,2021.0,S3,last,2663.0,60.0,9,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S3,middle,2663.0,86.0,6,,,,,,,,,
Elaine Hsiao,v1-data,2021.0,S3,last,2663.0,89.0,4,,,,,,,,,
Irene Yang,v1-data,2021.0,S3,last,2663.0,74.0,4,,,,,,,,,
Richard Wiener,v1-data,2021.0,S3,last,2663.0,18.0,4,,,,,,,,,
Xin Qi,v1-data,2021.0,S3,first,2663.0,90.0,1,,,,,,,,,
Silvia Ronco,v1-data,2021.0,S3,last,2663.0,10.0,3,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S3,first,2663.0,145.0,13,,,,,,,,,
Pamela Chang,v1-data,2021.0,S3,first,2663.0,42.0,1,,,,,,,,,
Maayan Levy,v1-data,2021.0,S3,first,2663.0,58.0,1,,,,,,,,,
Judith Eisen,v1-data,2021.0,S3,first,2663.0,88.0,3,,,,,,,,,
Maayan Levy,v1-data,2021.0,S3,last,2663.0,80.0,10,,,,,,,,,
Michael Burton,v1-data,2021.0,S3,middle,2663.0,3.0,1,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S3,last,2663.0,125.0,12,,,,,,,1.0,,
Judith Eisen,v1-data,2021.0,S3,middle,2663.0,79.0,4,,,,,,,,,
Yanjiao Zhou,v1-data,2021.0,S3,first,2663.0,42.0,1,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S3,middle,2663.0,118.0,5,,,,,,,,,
JP Yu,v1-data,2021.0,S3,middle,2663.0,115.0,4,,,,,,,,,
Yanjiao Zhou,v1-data,2021.0,S3,last,2663.0,55.0,4,,,,,,,,,
Michael Burton,v1-data,2021.0,S3,first,2663.0,42.0,2,,,,,,,,,
Irene Yang,v1-data,2021.0,S3,middle,2663.0,77.0,1,,,,,,,,,
Michael Burton,v1-data,2021.0,S3,last,2663.0,458.0,18,,,,,,,,,
Xin Qi,v1-data,2021.0,S3,middle,2663.0,173.0,4,,,,,,,,,
Elaine Hsiao,v1-data,2021.0,S3,first,2663.0,51.0,2,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S3,first,2663.0,54.0,1,,,,,,,,,
Irene Yang,v1-data,2021.0,S3,first,2663.0,104.0,2,,,,,,,,,
Linnea Freeman,v1-data,2021.0,S4,first,736.0,4.0,1,,,,,,,,,
Linnea Freeman,v1-data,2021.0,S4,last,736.0,54.0,11,,,,,,,1.0,,
Noah Palm,v1-data,2021.0,S4,last,736.0,205.0,8,,,,,,,,,
Sarkis Mazmanian,v1-data,2021.0,S4,last,736.0,293.0,22,,,,,,,,,
Leah Pyter,v1-data,2021.0,S4,last,736.0,26.0,1,,,,,,,,,
Melanie Gareau,v1-data,2021.0,S4,last,736.0,35.0,1,,,,,,,,,
Ashley Ross,v1-data,2021.0,S4,last,736.0,53.0,3,,,,,,,,,
Leah Pyter OSU,v1-data,2021.0,S4,last,736.0,66.0,10,,,,,,,,,
Cesar de la Fuente,v1-data,2021.0,S5,first,3168.0,158.0,6,,,,,,,,,
Cesar de la Fuente,v1-data,2021.0,S5,last,3168.0,75.0,4,,,,,,,,,
Stephanie Cologna,v1-data,2021.0,S5,last,3168.0,131.0,12,,,,,,,1.0,,
Richard Wiener,v1-data,2021.0,S5,first,3168.0,4.0,1,,,,,,,1.0,,
Kai Zhang,v1-data,2021.0,S5,first,3168.0,55.0,5,,,,,,,,,
Mei Shen,v1-data,2021.0,S5,middle,3168.0,101.0,2,,,,,,,,,
Kai Zhang,v1-data,2021.0,S5,last,3168.0,138.0,13,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S5,middle,3168.0,25.0,1,,,,,,,,,
Sarah MacEachern,v1-data,2021.0,S5,first,3168.0,53.0,1,,,,,,,,,
Erin Longbrake,v1-data,2021.0,S5,first,3168.0,99.0,2,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S5,first,3168.0,148.0,2,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S5,last,3168.0,8.0,2,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S5,middle,3168.0,124.0,3,,,,,,,,,
Silvia Ronco,v1-data,2021.0,S5,last,3168.0,35.0,7,,,,,,,,,
Elizabeth Bess,v1-data,2021.0,S5,last,3168.0,305.0,7,,,,,,,,,
Amina Schartup,v1-data,2021.0,S5,first,3168.0,54.0,1,,,,,,,,,
Andrew Feig,v1-data,2021.0,S5,last,3168.0,23.0,7,,,,,,,,,
Sarah MacEachern,v1-data,2021.0,S5,last,3168.0,19.0,4,,,,,,,,,
Cesar de la Fuente U Penn,v1-data,2021.0,S5,last,3168.0,21.0,4,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S5,first,3168.0,211.0,19,,,,,,,3.0,,
Amina Schartup,v1-data,2021.0,S5,last,3168.0,172.0,4,,,,,,,,,
Mei Shen,v1-data,2021.0,S5,first,3168.0,118.0,3,,,,,,,,,
Mei Shen,v1-data,2021.0,S5,last,3168.0,177.0,24,,,,,,,,,
Stephanie Cologna,v1-data,2021.0,S5,middle,3168.0,49.0,7,,,,,,,,,
Barbara Bendlin,v1-data,2021.0,S5,last,3168.0,103.0,10,,,,,,,,,
Kai Zhang,v1-data,2021.0,S5,middle,3168.0,205.0,5,,,,,,,,,
Erin Longbrake,v1-data,2021.0,S5,middle,3168.0,76.0,4,,,,,,,1.0,,
Stephanie Cologna,v1-data,2021.0,S5,first,3168.0,91.0,2,,,,,,,,,
Stavroula Hatzios,v1-data,2021.0,S5,middle,3168.0,223.0,6,,,,,,,,,
Sarah MacEachern,v1-data,2021.0,S5,middle,3168.0,167.0,8,,,,,,,,,
Michael O'Bananu Coleman,v1-data,2021.0,S6,last,3152.0,5.0,2,,,,,,,,,
Haike Qi,v1-data,2021.0,S6,middle,3152.0,28.0,1,,,,,,,,,
Will Thompson,v1-data,2021.0,S6,last,3152.0,41.0,2,,,,,,,,,
JP Yu,v1-data,2021.0,S6,last,3152.0,63.0,2,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S6,middle,3152.0,53.0,3,,,,,,,,,
Jeff Thompson,v1-data,2021.0,S6,last,3152.0,174.0,10,,,,,,,,,
Robert Bryant Jr,v1-data,2021.0,S6,last,3152.0,48.0,5,,,,,,,,,
Silvia Rossbach,v1-data,2021.0,S6,last,3152.0,47.0,17,,,,,,,2.0,,
Irene Yang,v1-data,2021.0,S6,last,3152.0,29.0,4,,,,,,,,,
Robert Isaacson Jr,v1-data,2021.0,S6,last,3152.0,14.0,2,,,,,,,,,
Jeff Stine,v1-data,2021.0,S6,last,3152.0,115.0,3,,,,,,,,,
Laura Ellen Eisen,v1-data,2021.0,S6,first,3152.0,93.0,2,,,,,,,,,
Jinha Choi,v1-data,2021.0,S6,first,3152.0,132.0,2,,,,,,,,,
Jeff Thomas,v1-data,2021.0,S6,last,3152.0,98.0,13,,,,,,,4.0,,
Robert Bryan Jr,v1-data,2021.0,S6,first,3152.0,40.0,4,,,,,,,,,
Pamela Chang,v1-data,2021.0,S6,first,3152.0,45.0,1,,,,,,,,,
Laura Eisen,v1-data,2021.0,S6,last,3152.0,110.0,6,,,,,,,,,
Robert Frymier Jr,v1-data,2021.0,S6,last,3152.0,38.0,2,,,,,,,,,
Laura Elias,v1-data,2021.0,S6,middle,3152.0,86.0,9,,,,,,,1.0,,
Andrew Walker R,v1-data,2021.0,S6,last,3152.0,40.0,9,,,,,,,1.0,,
Robert Bryan,v1-data,2021.0,S6,middle,3152.0,3.0,1,,,,,,,,,
Michael O'Bananu Coleman,v1-data,2021.0,S6,middle,3152.0,224.0,12,,,,,,,1.0,,
Unknown speaker,v1-data,2021.0,S6,last,3152.0,0.0,3,,,,,,,,,
Mayana Keynan,v1-data,2021.0,S6,last,3152.0,4.0,1,,,,,,,,,
JP Yu,v1-data,2021.0,S6,middle,3152.0,117.0,1,,,,,,,,,
Michael Coleman,v1-data,2021.0,S6,last,3152.0,134.0,13,,,,,,,1.0,,
Robert Bryant Jr,v1-data,2021.0,S6,middle,3152.0,9.0,3,,,,,,,,,
Michael D Coleman,v1-data,2021.0,S6,middle,3152.0,117.0,4,,,,,,,1.0,,
Irene Yang,v1-data,2021.0,S6,middle,3152.0,80.0,6,,,,,,,,,
Raffi Maya Levi,v1-data,2021.0,S6,last,3152.0,39.0,9,,,,,,,1.0,,
Robert Bryan,v1-data,2021.0,S6,first,3152.0,70.0,10,,,,,,,,,
Michael Burton,v1-data,2021.0,S6,last,3152.0,56.0,18,,,,,,,,,
Xiao,v1-data,2021.0,S6,middle,3152.0,148.0,4,,,,,,,,,
Abigail Levy,v1-data,2021.0,S6,first,3152.0,23.0,1,,,,,,,,,
Irene Yang,v1-data,2021.0,S6,first,3152.0,146.0,3,,,,,,,,,
JP Yu,v1-data,2021.0,S6,first,3152.0,66.0,2,,,,,,,,,
Andrew,v1-data,2021.0,S6,last,3152.0,3.0,1,,,,,,,,,
Jia Li,v1-data,2021.0,S6,last,3152.0,1.0,4,,,,,,,,,
JP Bryson,v1-data,2021.0,S6,middle,3152.0,18.0,4,,,,,,,,,
Leslie Eisen,v1-data,2021.0,S6,last,3152.0,67.0,12,,,,,,,,,
Raffi Maya Levi,v1-data,2021.0,S6,middle,3152.0,17.0,3,,,,,,,,,
Michael Burton,v1-data,2021.0,S6,middle,3152.0,1.0,1,,,,,,,,,
Wendy Bahr,v1-data,2021.0,S6,last,3152.0,71.0,8,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S6,last,3152.0,4.0,5,,,,,,,,,
Pamela Chang,v1-data,2021.0,S6,last,3152.0,72.0,5,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S6,middle,3152.0,27.0,2,,,,,,,,,
Michael Burton,v1-data,2021.0,S6,first,3152.0,45.0,2,,,,,,,,,
Jia Li,v1-data,2021.0,S6,middle,3152.0,45.0,3,,,,,,,,,
Tanisia Chung,v1-data,2021.0,S6,last,3152.0,4.0,3,,,,,,,,,
Yael Kiselman,v1-data,2021.0,S6,last,3152.0,24.0,4,,,,,,,,,
Elaine Hsiao,v1-data,2021.0,S6,first,3152.0,52.0,4,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S6,first,3152.0,166.0,8,,,,,,,,,
Shikha Nangia,v1-data,2021.0,S7,first,3511.0,253.0,2,,,,,,,,,
Will Ludington,v1-data,2021.0,S7,middle,3511.0,134.0,10,,,,,,,,,
Ali Keshavarzian,v1-data,2021.0,S7,middle,3511.0,163.0,7,,,,,,,,,
Shikha Nangia,v1-data,2021.0,S7,last,3511.0,295.0,12,,,,,,,,,
Harris Wang,v1-data,2021.0,S7,first,3511.0,47.0,2,,,,,,,,,
Ali Keshavarazian,v1-data,2021.0,S7,last,3511.0,21.0,15,,,,,,,,,
Wenjing Wang,v1-data,2021.0,S7,middle,3511.0,165.0,4,,,,,,,,,
Abhishek Shrivastava,v1-data,2021.0,S7,middle,3511.0,132.0,10,,,,,,,,,
Harris Wang,v1-data,2021.0,S7,last,3511.0,0.0,1,,,,,,,,,
Mark Mimee,v1-data,2021.0,S7,first,3511.0,50.0,3,,,,,,,,,
Ali Keshavarzian,v1-data,2021.0,S7,first,3511.0,194.0,22,,,,,,,,,
Will Ludington,v1-data,2021.0,S7,first,3511.0,90.0,3,,,,,,,,,
Will Ludington,v1-data,2021.0,S7,last,3511.0,117.0,9,,,,,,,,,
Mark Mimee,v1-data,2021.0,S7,last,3511.0,197.0,8,,,,,,,,,
Heather Bean,v1-data,2021.0,S7,middle,3511.0,95.0,3,,,,,,,,,
Marie,v1-data,2021.0,S7,middle,3511.0,129.0,4,,,,,,,,,
Ali Keshavarzian,v1-data,2021.0,S7,last,3511.0,154.0,10,,,,,,,,,
Wesling Meng,v1-data,2021.0,S7,last,3511.0,2.0,1,,,,,,,,,
Shikha Nangia,v1-data,2021.0,S7,middle,3511.0,81.0,4,,,,,,,,,
Abhishek Shrivastava,v1-data,2021.0,S7,first,3511.0,99.0,5,,,,,,,,,
Wenjing Wang,v1-data,2021.0,S7,first,3511.0,76.0,2,,,,,,,,,
Heather Bean,v1-data,2021.0,S7,first,3511.0,53.0,3,,,,,,,,,
Abhishek Shrivastava,v1-data,2021.0,S7,last,3511.0,147.0,18,,,,,,,,,
Marie,v1-data,2021.0,S7,first,3511.0,286.0,3,,,,,,,,,
Heather Bean,v1-data,2021.0,S7,last,3511.0,2.0,5,,,,,,,1.0,,
Harris Wang,v1-data,2021.0,S7,middle,3511.0,157.0,2,,,,,,,,,
Marie,v1-data,2021.0,S7,last,3511.0,372.0,34,,,,,,,,,
Carolina Tropini,v1-data,2021.0,S8,first,3068.0,126.0,7,,,,,,,,,
Courtney Robinson,v1-data,2021.0,S8,last,3068.0,42.0,1,,,,,,,,,
Rosa Krajmalnik,v1-data,2021.0,S8,last,3068.0,317.0,20,,,,,,,,,
Carolina Tropini,v1-data,2021.0,S8,last,3068.0,106.0,6,,,,,,,,,
Lisa Osborne,v1-data,2021.0,S8,middle,3068.0,86.0,3,,,,,,,,,
Nandita Garud,v1-data,2021.0,S8,middle,3068.0,101.0,2,,,,,,,,,
Lawrence David,v1-data,2021.0,S8,middle,3068.0,204.0,9,,,,,,,2.0,,
Aida Ebrahimi,v1-data,2021.0,S8,middle,3068.0,106.0,1,,,,,,,,,
Yang,v1-data,2021.0,S8,first,3068.0,305.0,6,,,,,,,,,
Yang,v1-data,2021.0,S8,last,3068.0,190.0,3,,,,,,,,,
Courtney Robinson,v1-data,2021.0,S8,middle,3068.0,34.0,3,,,,,,,,,
Rosa Krajmalnik,v1-data,2021.0,S8,middle,3068.0,294.0,21,,,,,,,1.0,,
Lawrence David,v1-data,2021.0,S8,first,3068.0,3.0,1,,,,,,,,,
Lisa Osborne,v1-data,2021.0,S8,first,3068.0,240.0,9,,,,,,,,,
Daren Ginete,v1-data,2021.0,S8,last,3068.0,69.0,2,,,,,,,,,
Aida Ebrahimi,v1-data,2021.0,S8,first,3068.0,92.0,3,,,,,,,,,
Nandita Garud,v1-data,2021.0,S8,first,3068.0,49.0,3,,,,,,,,,
Carolina Tropini,v1-data,2021.0,S8,middle,3068.0,229.0,8,,,,,,,,,
Lisa Osborne,v1-data,2021.0,S8,last,3068.0,141.0,3,,,,,,,1.0,,
Nandita Garud,v1-data,2021.0,S8,last,3068.0,101.0,3,,,,,,,,,
Aida Ebrahimi,v1-data,2021.0,S8,last,3068.0,107.0,6,,,,,,,,,
Rosa Krajmalnik,v1-data,2021.0,S8,first,3068.0,84.0,15,,,,,,,,,
Courtney Robinson,v1-data,2021.0,S8,first,3068.0,42.0,1,,,,,,,,,
Shikha Nangia,v1-data,2021.0,S9,first,792.0,57.0,1,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S9,last,792.0,56.0,2,,,,,,,,,
Cesar de la Fuente UPenn,v1-data,2021.0,S9,middle,792.0,1.0,1,,,,,,,,,
Shikha Nangia,v1-data,2021.0,S9,last,792.0,144.0,3,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S9,middle,792.0,114.0,8,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S9,first,792.0,65.0,3,,,,,,,1.0,,
Harris Wang,v1-data,2021.0,S9,last,792.0,62.0,1,,,,,,,,,
Leah Pyter OSU,v1-data,2021.0,S9,first,792.0,34.0,1,,,,,,,,,
Daren Ginete,v1-data,2021.0,S9,middle,792.0,14.0,1,,,,,,,,,
Flavio Frohlich,v1-data,2021.0,S9,middle,792.0,19.0,1,,,,,,,,,
Lawrence David,v1-data,2021.0,S9,middle,792.0,21.0,1,,,,,,,,,
Robert Bryan Jr,v1-data,2021.0,S9,last,792.0,6.0,1,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S9,middle,792.0,33.0,4,,,,,,,,,
Michael Burton,v1-data,2021.0,S9,first,792.0,30.0,2,,,,,,,,,
Faranak Fattahi,v1-data,2021.0,S9,first,792.0,32.0,1,,,,,,,,,
Faranak Fattahi,v1-data,2021.0,S9,last,792.0,39.0,1,,,,,,,,,
Lawrence David,v1-data,2021.0,S9,last,792.0,9.0,3,,,,,,,1.0,,
Harris Wang,v1-data,2021.0,S9,middle,792.0,55.0,1,,,,,,,,,
Timothy Sampson,v1-data,2021.0,S9,first,792.0,1.0,1,,,,,,,,,
Bethany McGregor,v1-data,2021.0,S2,first,2434.0,98.0,3,,,,,,,,,
Kezia Manlove,v1-data,2021.0,S2,first,2434.0,173.0,6,,,,,,,,,
Avery Strait,v1-data,2021.0,S2,first,2434.0,28.0,1,,,,,,,,,
Kezia Manlove,v1-data,2021.0,S2,last,2434.0,133.79999999999998,11,,,,,,,,,
Bethany McGregor,v1-data,2021.0,S2,last,2434.0,72.8,5,,,,,,,,,
Daniel Becker,v1-data,2021.0,S2,last,2434.0,80.0,3,,,,,,,,,
Liliana Salvador,v1-data,2021.0,S2,first,2434.0,48.0,2,,,,,,,,,
Avery Strait,v1-data,2021.0,S2,last,2434.0,93.30000000000001,9,,,,,,,,,
Mark Wilber,v1-data,2021.0,S2,middle,2434.0,45.0,5,,,,,,,,,
Liliana Salvador,v1-data,2021.0,S2,last,2434.0,56.3,7,,,,,,,,,
Andrew Feig,v1-data,2021.0,S2,first,2434.0,54.0,4,,,,,,,,,
Lauren Charles,v1-data,2021.0,S2,middle,2434.0,163.0,10,,,,,,,,,
Andrew Feig,v1-data,2021.0,S2,last,2434.0,55.8,2,,,,,,,,,
Mike Wimberly,v1-data,2021.0,S2,middle,2434.0,178.0,1,,,,,,,,,
Gonzalo Vazquez Prokopec,v1-data,2021.0,S2,first,2434.0,101.0,1,,,,,,,,,
Guillaume Bastille-Rousseau,v1-data,2021.0,S2,middle,2434.0,73.0,28,,,,,,,3.0,,
Mark Wilber,v1-data,2021.0,S2,first,2434.0,71.0,2,,,,,,,,,
Kezia Manlove,v1-data,2021.0,S2,middle,2434.0,39.0,3,,,,,,,,,
Mark Wilber,v1-data,2021.0,S2,last,2434.0,49.0,1,,,,,,,,,
Lauren Charles,v1-data,2021.0,S2,first,2434.0,30.0,3,,,,,,,,,
Avery Strait,v1-data,2021.0,S2,middle,2434.0,54.0,1,,,,,,,,,
Guillaume Bastille-Rousseau,v1-data,2021.0,S2,first,2434.0,71.0,1,,,,,,,,,
Liliana Salvador,v1-data,2021.0,S2,middle,2434.0,62.0,3,,,,,,,,,
Lauren Charles,v1-data,2021.0,S2,last,2434.0,313.3,18,,,,,,,,,
Mike Wimberly,v1-data,2021.0,S2,first,2434.0,32.0,1,,,,,,,,,
