conference,session,speaker,timestamp,speaking_duration,nods_others,smile_self,smile_other,distracted_others,hand_gesture,interruption,overlap,screenshare,annotations,transcript,has_new_idea,has_explanation,has_decision,global_session,clip_number,min_clip_number,clip_offset,start_minute_raw,start_minute_adjusted,start_sec,end_sec,clip_offset_sec,start_sec_adjusted,end_sec_adjusted,is_deep_overlap
2021MZT,2021_10_01_MZT_S7,Erik Procko,01:43-03:14,91.0,1,10.0,0.0,0,Open Palms,No,False,No,"[{'present new idea': ""The speaker introduces the idea of considering future reservoirs for SARS-CoV-2 based on how new variants interact with different animal receptors, which hasn't been explicitly discussed before.""}, {'provide supporting evidence': 'The speaker supports the idea by mentioning the example of SARS-CoV-2 variants adapting to mink and the implications for monoclonal antibody effectiveness, providing a concrete example to strengthen the argument.'}]","I'm a biochemist. So think about very different kinds of problems, but I just thought I might mention one um way in which biochemist in my community are very much interested in in future reservoirs for say SARS COV2. Um, where we've noticed that some of the new variants coming out, um, they no longer interact with bat receptors. Um, they you know, so you might view them as becoming more human specific variants of the virus or they interact now with receptors in other animals and then that may mean that the reservoirs in the future from which um virus might come back, you know, go into a new reservoir, come back and reinfect people, you need to consider because then they may um be sources of new genetic diversity. So for example, people are testing monoclonal antibodies against variants of SARS COV2 that moved into mink and became mink adapted. And we'd like to know will those monoclonal antibodies for use in humans, do they will they still work against the mink SARS COV2, which might come back and reinfect us and and have different diversity. So anyway, I just thought I'd throw that out there because I I think about different things than than a lot of the conversation. Um, those are the kinds of things that we think about.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,1.7166666666666668,61.71666666666667,103.0,194.0,3600.0,3703.0,3794.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,03:14-03:25,11.0,0,0.0,0.0,0,,No,False,No,"{'ask clarifying question': 'Sara is asking a follow-up question to Eric, indicating she needs clarification on something he said about future reservoirs for SARS COV2.'}","I got a question follow up question then Eric. Um, in these cases is um",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,3.2333333333333334,63.233333333333334,194.0,205.0,3600.0,3794.0,3805.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,03:25-04:03,38.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'ask clarifying question': ""Sara is asking Eric if empirical testing is the only way to determine antibody effectiveness against mink-adapted viruses, following Eric's explanation of how biochemists are interested in future reservoirs for SARS COV2.""}, {'present new idea': 'Sara introduces the idea of using modeling data to predict antibody effectiveness, potentially reducing the need for extensive empirical testing, which is a new approach to the discussion.'}]","is empirical testing the only way out to say, okay, will will the antibodies now be effective like you know, effective against what has become mink adapted or not. Um, is it like it one thing I think would be useful is to have a good way to say, you know, there's a very good chance that this modeling data suggests X and so we don't need to empirically test it or say, you know what the model there's no the modeling data says it's a crap shoot. So we absolutely have to empirically test this because of course we always run out of resources because empirical testing is so, so time consuming and expensive.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,3.4166666666666665,63.416666666666664,205.0,243.0,3600.0,3805.0,3843.0,False
2021MZT,2021_10_01_MZT_S7,Erik Procko,04:03-04:09,6.0,0,100.0,100.0,0,,No,False,No,"[{'explain or define term or concept': 'Erik is a biochemist and explains that they do empirical testing, which is relevant to the discussion about reservoirs and SARS-CoV-2 variants.'}, {'express humor': 'Erik uses the analogy ""if you have see a nail, you use a hammer"" to express humor about his approach to empirical testing.'}]","I think a lot I mean, again, biochemist, so we do empirical testing. So if you have see a nail, you use a hammer. Um but um",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.05,64.05,243.0,249.0,3600.0,3843.0,3849.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,04:09-04:13,4.0,0,100.0,100.0,0,,No,False,No,"{'expand on existing idea': ""Sara is expanding on Eric's point about the need to consider new reservoirs and genetic diversity by mentioning the availability of data from screens to find resistance mutations, building on the discussion of SARS-CoV-2 variants and their interaction with different animal receptors.""}",But um you know there's a lot of data from screens to find resistance mutations.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.15,64.15,249.0,253.0,3600.0,3849.0,3853.0,False
2021MZT,2021_10_01_MZT_S7,Erik Procko,04:13-04:13,1.0,0,0.0,0.0,0,,No,False,No,"{'express agreement': ""Erik Procko is agreeing with Sara Zimmer's question about empirical testing, as this utterance follows Sara's question and is a simple affirmation.""}",Yeah.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.216666666666667,64.21666666666667,253.0,253.0,3600.0,3853.0,3853.0,False
2021MZT,2021_10_01_MZT_S7,Erik Procko,04:13-06:16,123.0,0,0.0,0.0,0,Pointing,No,False,No,"[{'explain or define term or concept': ""The speaker explains how escape mutations in in vitro virus passaging experiments can be used to infer viral adaptation in different hosts, allowing for inferences without direct testing, building on Sara's question about empirical testing.""}, {'provide supporting evidence': 'The speaker provides evidence about SARS COV2, explaining that the binding site for the receptor is sequence diverse because the receptor H2 is very polymorphic in bats, which has implications for potential resistance and antibody drugs, supporting the idea of inferring viral adaptation.'}]","And you may be able to infer if you know what are escape mutations in um some kind of in vitro virus passaging experiment. Yes. you start to see, you know, you may be able to infer from those mutations and then then you look out and you see how the virus is is adapting in in different hosts. You may be able to make some inferences without directly testing every time. Um SARS COV2 is an interesting case because um the binding site for the receptor in in the virus even though it's functionally conserved for binding to a certain key receptor, um it's sequence diverse because in bats, the receptor H2 is very polymorphic. And so it's thought that these coronaviruses have adapted so that the the viral spike at some level can tolerate lots of mutations without breaking its activity. So that way it's well positioned to to pick up mutations and and adapt to bind with high affinity to different H2s and different bat species and the likelihood of breaking the viral spike with any single mutation is low. So that means it can tolerate a lot of sequence diversity and that has huge implications for the you know potential resistance and you know many antibody drugs for example, they're all targeting the receptor binding site and yet that site can easily change.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.216666666666667,64.21666666666667,253.0,376.0,3600.0,3853.0,3976.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,06:16-06:17,1.0,0,0.0,0.0,0,,No,False,No,"{'provide supporting evidence': ""Sara concludes that more empirical testing is needed, building on Eric's explanation of the sequence diversity in the SARS COV2 receptor binding site and its implications for resistance and antibody drugs, suggesting that the virus can tolerate many mutations without losing activity, making empirical testing necessary.""}",lot more empirical testing would be necessary in that particular case.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,6.266666666666667,66.26666666666667,376.0,377.0,3600.0,3976.0,3977.0,False
2021MZT,2021_10_01_MZT_S7,Paola Boggiatto,06:17-07:32,75.0,0,0.0,0.0,0,Pointing,No,False,No,"[{'present new idea': ""The speaker introduces the idea of incorporating the pathogen's evolutionary biology into the multidisciplinary approach for determining reservoir host potential, which hasn't been explicitly discussed before.""}, {'expand on existing idea': 'The speaker expands on the discussion about determining what makes a good reservoir host by suggesting to look at the pathogen itself and how it changes within the host, building upon the previous discussion of host characteristics and environmental factors.'}, {'provide supporting evidence': 'The speaker provides supporting evidence for considering the pathogen by stating that the evolution of viruses is important to consider, while the evolution of bacterium is not as concerning, supporting the idea that pathogen characteristics should be included in the model.'}]","you know, one thing that perhaps coming from this discussion, correct me if I'm wrong and sorry, there's somebody back here moving equipment. So I'll apologize for loud sounds in the background. Um, so so one thing we haven't perhaps incorporated into this multidisciplinary approach, right? To determining what makes a good reservoir host, um, potential for spread, um, migration, proximity to domestic species, etcetera, is actually looking at the pathogen itself, right? So so do we have a database out there that's looking at that evolutionary, you know, biology of that pathogen and how the pathogen is is changing through that particular reservoir host. So obviously for something like bacterium, I I don't necessarily worry about uh having escape mutants or anything like that. The evolution of that particular path particular pathogen is is really not of concern necessarily within, you know, a generation. But certainly for viruses is is that something else that we perhaps need to include into this model, right? That may just by looking at the pathogen and how the pathogen is is changing may make predictions about movement and what the next reservoir host may be or or how that would change how good or how bad a reservoir is for that particular pathogen.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,6.283333333333333,66.28333333333333,377.0,452.0,3600.0,3977.0,4052.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,07:33-07:55,22.0,0,0.0,0.0,0,Open Palms,No,False,No,"{'acknowledge contribution': {'Explanation': ""Mark acknowledges Paola's point about incorporating the pathogen itself into the multidisciplinary approach, indicating agreement with her contribution.""}, 'expand on existing idea': {'Explanation': ""Mark expands on Paola's idea by introducing the concept of indirect transmission and how the environment affects pathogen persistence, building upon the discussion of pathogen evolution within a reservoir host.""}}","Yeah, I think I think that's a great point and then I think that really makes me think about like indirect transmission when we kind of have the environment affecting pathogen persistence. Um, and that could have some pretty serious implications for both kind of like I guess we call it reservoir potential of a species in an area, but it's really that pathogen interaction with the environment that's determining whether the pathogen can persist. So",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,7.55,67.55,453.0,475.0,3600.0,4053.0,4075.0,False
2021MZT,2021_10_01_MZT_S7,Paola Boggiatto,08:00-08:00,0.0,0,0.0,0.0,0,,No,False,No,[{'None': 'No code applies to this utterance.'}],I'm not going to say it's impossible.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.0,68.0,480.0,480.0,3600.0,4080.0,4080.0,False
2021MZT,2021_10_01_MZT_S7,Chuck Lewis,08:06-08:57,51.0,0,0.0,0.0,0,,No,False,No,"[{'present new idea': 'Chuck introduces the idea of using transcriptomes and immune signatures of different species, combined with AI and neural networks, to predict potential reservoir species, which is a novel approach not previously discussed.'}, {'ask clarifying question': ""Chuck asks if it's possible or reasonable to look at the transcriptome or immune system of different species to find a common signature in their normal state versus a generic antiviral state, aiming to predict potential reservoir species.""}]","So they do have one question uh about being able to look and potentially predict potential reservoir species. Uh and this is a whole, this is involves a whole lot of area that I know very limited about. But uh is it possible like has anyone seen or think it's reasonable to look at like the transcriptome or immune of different species to see if there's a common signature in the normal state versus the I know there's not a generic antiviral state, but a generic antiviral state, like the common antiviral response and then using AI and neural networks to see if that can pull out common trends, just generic trends.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.1,68.1,486.0,537.0,3600.0,4086.0,4137.0,False
2021MZT,2021_10_01_MZT_S7,Paola Boggiatto,08:58-09:00,2.0,0,0.0,0.0,0,,No,False,No,"[{'reject idea': 'This utterance expresses a dismissal of a prior idea, without offering a new one or ways to improve it.'}]",I'm not going to say it's impossible.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.966666666666667,68.96666666666667,538.0,540.0,3600.0,4138.0,4140.0,False
2021MZT,2021_10_01_MZT_S7,Paola Boggiatto,00:00-00:17,17.0,0,0.0,0.0,0,,No,False,No,"{'ask clarifying question': 'Paola is asking what it means for transmission if a population is controlling a particular pathogen, seeking clarification on the implications of pathogen control within a population.', 'expand on existing idea': 'Paola is expanding on the idea of understanding pathogen transmission dynamics within a population, building upon the previous discussion about reservoir hosts and pathogen evolution.'}","that we know that a particular pathogen is within a population, but if that population is controlling it, what does that mean for transmission? But again, finding that that one measure that would give you that answer, uh, maybe maybe a little bit more complicated than",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,0.0,60.0,0.0,17.0,3600.0,3600.0,3617.0,False
2021MZT,2021_10_01_MZT_S7,Chuck Lewis,00:17-00:48,31.0,0,10.0,0.0,0,Open Palms,Yes,False,No,"{'expand on existing idea': 'Chuck is expanding on his previously mentioned idea of using transcriptomic or immune data to predict potential reservoir species, suggesting the use of AI or neural networks to analyze broad datasets instead of focusing on one or two functions.', 'provide supporting evidence': 'Chuck provides supporting evidence by mentioning bats and rodents as common reservoir species, suggesting that understanding their state could potentially predict links between other species.', 'present new idea': 'Chuck presents a new idea of using AI and neural networks to analyze broad transcriptomic or immune datasets to predict potential reservoir species by identifying common signatures in the normal state versus a generic antiviral state.'}","that's the reason I was looking at that, you know, that broad data set and using the AI or neural networks to actually look at that versus, you know, trying to pick out one or two functions of that. thinking about bats and rodents as being common reservoir species for a lot of the pathogens of concern. Uh, you know, what are they doing in that state and how that could potentially predict what other species uh, if there's any link between other species, I don't know.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,0.2833333333333333,60.28333333333333,17.0,48.0,3600.0,3617.0,3648.0,False
2021MZT,2021_10_01_MZT_S7,Amy Hartman,00:49-01:24,35.0,0,0.0,0.0,0,,No,False,No,"[{'expand on existing idea': ""Amy is building on Chuck's idea of using transcriptomic or immune signatures to predict reservoir species, adding that we already know the characteristics of an antiviral state.""}, {'provide supporting evidence': 'Amy provides supporting evidence by mentioning interferon beta and interferon-stimulated genes as known characteristics of an antiviral state.'}]","I would um, just add that, I mean, I think we already know the characteristics of an antiviral state, right? Interferon beta, interferon stimulated genes, we all we know all that happens in, you know, humans, rodents, uh, the question being what happens in reservoir species like bats, which uh, may or may not be substantially different, but I think it is, it is quantifiable. Um, and if that type of signature could be helpful to predicting, predicting spillover, then I I would think it would be feasible to do.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,0.8166666666666667,60.81666666666667,49.0,84.0,3600.0,3649.0,3684.0,False
2021MZT,2021_10_01_MZT_S7,Amy Hartman,01:24-01:29,5.0,0,0.0,0.0,0,,No,False,No,"[{'None': 'This utterance is incomplete and does not express any idea, agreement, or question.'}]",,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,1.4,61.4,84.0,89.0,3600.0,3684.0,3689.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,01:30-02:10,40.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'expand on existing idea': ""Mark expands on Chuck and Amy's discussion about using transcriptomes and immune signatures to predict reservoir species, mentioning that AI and machine learning approaches have already been used with general life history traits to predict reservoir potential.""}, {'present new idea': 'Mark presents the idea of incorporating antiviral responses as a new data stream into existing AI/ML models to improve predictions of reservoir potential.'}, {'express enthusiasm': 'Mark expresses enthusiasm for the idea of incorporating a different data stream into existing AI/ML models, stating that it would be really cool.'}]","And I and I know folks have done tons of AI machine learning approach. I don't know if they use these kind of antiviral responses that you're all talking about to make predictions, but they do use kind of general, more general like life history traits of animals and many dimensions of different traits of particular animals that, you know, within sample you can say yeah, it's a reservoir and then kind of predict out of sample to other species. So it seems like the infrastructure for that and the uh, the sort of model development is there. I think that's like it would be really cool to have sort of a different data stream that's actually feeding into this structure that already exists and maybe make improved predictions out of sample to new new reservoirs.",True,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,1.5,61.5,90.0,130.0,3600.0,3690.0,3730.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,02:10-03:39,89.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'ask clarifying question': 'Sara asks if the discussion on immune response is mainly focused on mammal reservoir hosts, seeking to clarify the scope of the conversation given the previous discussion on immune responses and reservoir species.', 'explain or define term or concept': 'Sara explains the differences between murine and human immune systems, and the need to categorize protective mechanisms rather than specific immune responses, elaborating on the complexities of immune systems in different species, following a discussion on using immune responses to predict reservoir species.', 'expand on existing idea': 'Sara expands on the idea of immune response by suggesting categorizing protective mechanisms rather than specific immune responses, building on the previous discussion about using immune responses to predict reservoir species.'}]","Now, um, when you talk about immune response, uh, I think you're mainly talking about mammal reservoir hosts, right? I I just add my understanding of immune systems of well even of vertebrates that are not mammals, um, is right now non-existent. So, um, and I even have like I understand that even the murine system and and the human system is different and there have been a lot of maybe predictions made that should not have been because of the differences between these um, immune systems, but I I think like the structure of like what a B cell does and what a different T cells are, that stuff is at least conserved. Um, it'd be kind of useful to know how conserved immunology is, you know, for for thinking about um, reservoir host responses, immune immune responses or um, protective mechanisms. Uh, maybe they would have to be categorized rather than specific immune responses by protective mechanisms. You know, basically, you know, is it is it something where you've got a cell that will engulf another cell versus a protective mechanism where it excretes something that will kill it versus, you know, um, uh, it it you know, basically it puts out um, reactive oxygen species or something.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,2.1666666666666665,62.166666666666664,130.0,219.0,3600.0,3730.0,3819.0,False
2021MZT,2021_10_01_MZT_S7,Chuck Lewis,03:39-04:11,32.0,0,10.0,0.0,0,Open Palms,No,False,No,"{'expand on existing idea': ""Chuck is expanding on his previous idea about using transcriptomes and immune responses to predict potential reservoir species, adding details about looking at a 'blank signature' rather than specific functions."", 'explain or define term or concept': ""Chuck is explaining his concept of looking at a 'blank signature' in immune responses, clarifying that it involves focusing on patterns of upregulation/downregulation rather than specific immune functions."", 'provide supporting evidence': ""Chuck is providing a hypothetical example of how the 'blank signature' approach could work, mentioning that if a certain element 'A' is shared by six species and its response differs in an antiviral state, this could be analyzed using AI/machine learning.""}","And I guess I was kind of thinking of not necessarily looking at it from a standpoint of we actually know what upregulation or downregulation of this does or that does in the immuno, but looking at it as just a blank signature. So, you know, it it doesn't matter what A is, but if A is shared by these six species and in a regular antiviral response, it goes up twofold versus sixfold, whether I mean, you know, putting all that together from the the AI, the machine learning standpoint.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,3.65,63.65,219.0,251.0,3600.0,3819.0,3851.0,False
2021MZT,2021_10_01_MZT_S7,Sara Zimmer,04:11-04:16,5.0,0,0.0,0.0,0,,Yes,False,No,"{'ask clarifying question': ""Sara asks if 'A' is a gene, seeking clarification on Chuck's previous statement about gene signatures in antiviral responses.""}","Sorry, is A a gene or",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.183333333333334,64.18333333333334,251.0,256.0,3600.0,3851.0,3856.0,False
2021MZT,2021_10_01_MZT_S7,Chuck Lewis,04:16-05:07,51.0,0,10.0,0.0,0,Open Palms,No,False,No,"[{'expand on existing idea': 'Chuck is expanding on his previous idea of using transcriptomic or immune signatures to predict potential reservoir species, mentioning interferon and interferon stimulating genes as examples.'}, {'explain or define term or concept': 'Chuck is explaining his approach to identifying potential reservoir species by focusing on the innate immune response and interferon stimulating genes.'}]","I I you know, from this I was immediately with Ebola I go to interferon interferon stimulating genes is what I would be looking at and that innate immune response. But honestly with this, I was thinking just from a standpoint of I it doesn't like those specific things and what we know, you know, do we know that hate to I don't know why rock hyraxes are in my head today, but for some other reason rock hyraxes are. you know, we might know what this gene, we might not know what this gene does in a rock hyrax, but that one gene is upregulated and it is in mice with hantavirus as well, but then also these 45 other things are at the same time, you know, does it really matter what it is outside of it's just a signature that the machine could use to predict is a commonality.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,4.266666666666667,64.26666666666667,256.0,307.0,3600.0,3856.0,3907.0,False
2021MZT,2021_10_01_MZT_S7,Amy Vincent,05:10-05:57,47.0,0,0.0,0.0,0,Open Palms,No,False,No,"[{'assign task': 'Amy asks Mark to review the main bullet points on the slide, assigning him the task of summarizing the discussion so far.'}, {'acknowledge contribution': 'Amy acknowledges the overarching theme of the discussion, recognizing the contributions of the participants.'}]","just going to interject here that we're getting close on time. So if Mark wants to review what he's gotten down for the main bullet points on the slide. And um, I guess one comment I guess I'm seeing sort of an overarching theme is you're all talking about something changes from normal or baseline to being um, something different that's more concerning, whether that's something changing about the pathogen or the host or um, changes in population dynamics. So um, just thinking about how to converge all those data points of what is changing away from normal.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,5.166666666666667,65.16666666666667,310.0,357.0,3600.0,3910.0,3957.0,False
2021MZT,2021_10_01_MZT_S7,Maria Fernandez,05:58-06:20,22.0,0,0.0,0.0,0,,No,False,No,"[{'explain or define term or concept': 'Pilar explains her perspective on modeling, stating that it can be used as a hypothesis generator to identify patterns that can then be tested, which clarifies her approach to the discussion.'}]","Yeah, one one last thing that two things that I wanted to add. Um, the way I just a comment, the way I think about modeling in my research at least is sometimes it's just an hypothesis generator where you look for patterns and then you test them out if those actually patterns are related to something or your outcome of interest.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,5.966666666666667,65.96666666666667,358.0,380.0,3600.0,3958.0,3980.0,False
2021MZT,2021_10_01_MZT_S7,Maria Fernandez,06:21-07:10,49.0,0,0.0,0.0,0,,No,False,No,"[{'explain or define term or concept': 'Pilar is explaining the importance of defining the outcome when considering commonalities in immunology, specifically how it relates to viral load, infectiousness, and onward transmission, building on the discussion about immune responses and reservoir species.'}, {'expand on existing idea': 'Pilar expands on the discussion about immune responses and reservoir species by emphasizing the importance of defining the outcome, such as viral load and onward transmission, when considering commonalities in immunology.'}]","Um, and then the other thing is defining that outcome, which is like, okay, if we're thinking about it's commonalities in immunology, okay, are we um, in the immune response? Are we thinking that they will maintain low viral loads, um, they're going to be highly super infectious. So what is the how are they going to contribute to onward transmission and the the transmission change in general. So defining that it's I think it's not trivial and we're just talking about like infection, um, being infected as the same as being able to contribute to onward infection when those are two complete different, well, I mean, depends, but not necessarily are related.",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,6.35,66.35,381.0,430.0,3600.0,3981.0,4030.0,False
2021MZT,2021_10_01_MZT_S7,Paola Boggiatto,07:11-07:57,46.0,0,0.0,0.0,0,,No,False,No,"[{'express agreement': ""Paola explicitly agrees with Pilar's statement about defining the outcome of commonalities in immunology, indicating agreement with a previously mentioned idea.""}, {'expand on existing idea': ""Paola expands on Pilar's idea by stating that an immune profile for a viral infection doesn't necessarily indicate whether an animal can clear the infection, especially with innate immune responses, and emphasizes the importance of having a functional phenotype to tie it back to.""}]","Oh, I I agree with what you're saying Pilar and I think it's what Sarah you were trying to say is yeah, you can have an immune profile for a viral infection, but that doesn't tell you, doesn't really tell you whether that animal's going to be able to clear or not, especially when you're talking about innate immune responses, right? So okay, there is a response, but then overall what happens afterwards, does that animal clear it or not? So I think having that functional phenotype that you can tie it back to, I think is would, you know, would be important.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,7.183333333333334,67.18333333333334,431.0,477.0,3600.0,4031.0,4077.0,False
2021MZT,2021_10_01_MZT_S7,Amy Vincent,08:01-08:10,9.0,0,0.0,0.0,0,,No,False,No,"[{'encourage participation': 'Amy Vincent is inviting Mark to share his screen and review his notes, encouraging him to contribute to the discussion.'}]","Mark, do you want to share screen and review any of your notes? You're muted.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.016666666666667,68.01666666666667,481.0,490.0,3600.0,4081.0,4090.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,08:11-08:15,4.0,0,0.0,0.0,0,,No,False,No,"[{'acknowledge contribution': 'Mark is acknowledging that he is sharing his notes, which is a contribution to the discussion.'}]","Yeah, sorry. Um I will share. I was writing in another file so I'm trying to add it in.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.183333333333334,68.18333333333334,491.0,495.0,3600.0,4091.0,4095.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,08:16-08:25,9.0,0,0.0,0.0,0,,No,False,Yes,"[{'assign task': 'Mark is asking for help in filling out the notes, assigning the task of contributing to the notes to the other participants.'}, {'explain or define term or concept': 'Mark is stating that the first topic discussed was the definition of a reservoir, indicating a need to clarify this concept for the group.'}]","Okay, so you can just guess help me fill this out as I'm going. So the first thing we talked about was how do we even define a reservoir?",False,True,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.266666666666667,68.26666666666667,496.0,505.0,3600.0,4096.0,4105.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,08:25-08:37,12.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': ""Mark Wilber is summarizing the discussion, acknowledging the group's prior contributions by referencing the initial topic of defining a reservoir and the subsequent discussion about data collection.""}]",And that's kind of where we started off the conversation and then we've kind of circled back multiple times to what kind of data do we even need to collect.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.416666666666666,68.41666666666667,505.0,517.0,3600.0,4105.0,4117.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,08:37-08:45,8.0,0,0.0,0.0,0,,No,False,Yes,"{'expand on existing idea': 'Mark is expanding on the previous discussion about the types of samples that are important to consider when understanding natural transmission cycles within reservoir species, specifically mentioning saliva, fecal samples, and immune responses as types of data to collect.'}",Um so that's the saliva fecal various types of the immune response.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.616666666666667,68.61666666666667,517.0,525.0,3600.0,4117.0,4125.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,08:45-08:53,8.0,0,0.0,0.0,0,,No,False,Yes,"[{'acknowledge contribution': 'Mark Wilber is acknowledging that others can help him revisit the points discussed, recognizing their potential input.'}, {'encourage participation': 'Mark Wilber is encouraging others to help him revisit the points discussed, inviting them to contribute.'}]",Um and then along that we also talked about well you can you can help me revisit some of these points here but I have I haven't been a file.,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,8.75,68.75,525.0,533.0,3600.0,4125.0,4133.0,False
2021MZT,2021_10_01_MZT_S7,Mike Wimberly,09:16-09:34,18.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': 'Mike is summarizing the discussion by expanding on the concept of reservoir potential to include organismal competence, ecosystem level factors, and interaction with the human population, building on the previous discussion about defining reservoirs and the factors that contribute to their potential.'}]",I had heard we were talking about right in terms of reservoir potential like the organismal level competence but also kind of a an ecosystem level and then intersection with the human population as well. I don't know,False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,9.266666666666667,69.26666666666667,556.0,574.0,3600.0,4156.0,4174.0,False
2021MZT,2021_10_01_MZT_S7,Maria Fernandez,09:34-09:35,1.0,0,0.0,0.0,0,,Yes,False,Yes,"[{'express agreement': 'Pilar is agreeing with a previous statement, indicated by the use of ""Yeah, so"", but the specific point of agreement is not clear from this short utterance alone.'}]","Yeah, so",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,9.566666666666666,69.56666666666666,574.0,575.0,3600.0,4174.0,4175.0,False
2021MZT,2021_10_01_MZT_S7,Maria Fernandez,09:36-10:00,24.0,0,0.0,0.0,0,,No,False,Yes,"[{'expand on existing idea': 'Pilar is building on the previous discussion about defining reservoirs and the data needed to collect, adding that functional and ecological traits related to transmission should be considered.'}]","Oh, I I would define it or summarize it as there are some functional traits um, in in terms of like uh, the ecological um, traits that are actually related to transmission that we need to take into account apart from like all the other life traits that um, the",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,9.6,69.6,576.0,600.0,3600.0,4176.0,4200.0,False
2021MZT,2021_10_01_MZT_S7,Maria Fernandez,00:00-00:25,25.0,0,10.0,0.0,0,Open Palms,No,False,Yes,"{'expand on existing idea': 'Pilar is expanding on the discussion of functional traits related to transmission, adding that proximity to humans, abundance across rural to urban environments, and interactions with livestock are important for animals to access effective reservoirs, building on the previous discussion about defining reservoirs and relevant data to collect.'}","the animals may have to access effective reservoirs, which include proximity to humans, their abundance across rural to urban environment, and how they would interact with not only to humans with but with livestock or other domestic animals.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,0.0,60.0,0.0,25.0,3600.0,3600.0,3625.0,False
2021MZT,2021_10_01_MZT_S7,Mark Wilber,00:25-00:48,23.0,0,10.0,0.0,0,Pointing,No,False,Yes,"[{'acknowledge contribution': {'Explanation': 'The speaker acknowledges that integrating across data sets is an interesting part of the discussion, recognizing the value of this point.'}, 'expand on existing idea': {'Explanation': 'The speaker expands on the idea of data integration by discussing the inaccessibility of studies across different disciplines, which limits the ability to merge information for inference on reservoir potential, building upon the previous discussion about data collection and reservoir definitions.'}}]","And then I thought there's an interesting part of integrating across data sets. I thought that was an interesting part of the discussion, particularly thinking about how one studies in one particular discipline might be completely inaccessible to studies in another discipline, which sort of limits the ability to kind of merge these different streams of information to make inference on reservoir potential. So I guess I'll call it like cross discipline.",False,False,False,2021MZT_2021_10_01_MZT,7.0,1.0,60.0,0.4166666666666667,60.416666666666664,25.0,48.0,3600.0,3625.0,3648.0,False
